1513;334
1512;332
1510;331
1507;329
1504;327
1501;327
1488;327
1478;327
1469;326
1457;329
1444;328
1436;330
1427;333
1420;339
1414;343
1407;347
1403;351
1400;360
1400;366
1404;388
1408;399
1413;410
1421;422
1430;431
1441;439
1454;446
1480;452
1494;450
1505;446
1514;440
1522;433
1530;419
1535;407
1538;398
1539;390
1537;374
1534;367
1533;362
1531;360
1530;358
1527;357
1525;355
1523;357
1524;358
1526;360
1528;364
1530;371
1535;378
1538;387
1538;398
1541;408
1541;430
1544;458
1546;488
1545;505
1546;519
1546;534
1547;568
1545;588
1548;602
1550;617
1550;628
1527;653
1510;661
1500;662
1479;652
1474;632
1462;622
1450;612
1436;602
1415;581
1397;577
1401;581
