1212;438
1213;436
1213;435
1212;435
1213;435
1212;435
1213;433
1211;432
1209;433
1209;436
1207;438
1205;441
1203;448
1200;458
1193;483
1190;496
1189;509
1188;523
1189;538
1192;552
1196;565
1202;576
1208;584
1217;591
1228;595
1238;598
1262;594
1273;588
1281;581
1289;572
1297;561
1307;544
1313;531
1317;513
1326;492
1331;476
1334;459
1336;442
1335;426
1332;411
1329;398
1325;385
1313;366
1305;361
1290;355
1282;356
1275;359
1267;362
1257;368
1251;375
1243;380
1232;400
1226;411
1217;426
1210;439
1198;459
1188;479
1185;493
