1202;480
1203;482
1202;482
1201;483
1200;484
1201;485
1200;485
1201;485
1200;485
1198;486
1197;490
1195;493
1193;500
1191;511
1190;521
1190;531
1191;543
1192;556
1191;572
1193;589
1195;607
1198;623
1203;641
1209;653
1219;664
1229;674
1241;678
1255;681
1270;679
1286;674
1300;666
1312;656
1325;644
1336;630
1348;614
1357;597
1365;579
1369;561
1372;542
1375;520
1376;498
1375;480
1371;461
1367;446
1359;432
1350;420
1339;410
1326;404
1315;398
1301;397
1289;395
1276;397
1264;402
1251;408
1239;413
1226;418
1216;429
1206;440
1200;453
1194;468
1191;481
1187;502
1183;526
1180;545
1180;559
