1141;385
1142;385
1141;385
1141;386
1141;385
1142;385
1141;385
1142;385
1141;385
1142;385
1141;386
1142;385
1143;384
1143;385
1144;383
1145;381
1148;373
1150;368
1152;363
1154;357
1162;343
1167;333
1173;323
1178;316
1190;301
1195;293
1200;281
1209;268
1212;257
1217;252
1219;245
1225;240
1228;240
1230;242
1233;249
1235;257
1235;269
1236;284
1237;304
1238;337
1238;354
1235;390
1235;407
1233;426
1231;459
1230;478
1226;508
1226;522
1225;538
1225;569
1222;584
1223;601
1219;614
1221;608
1220;611
1216;614
1217;609
1214;609
1209;604
1206;597
1204;595
1203;592
1202;591
