1352;326
1351;326
1352;323
1351;323
1350;322
1349;319
1351;316
1353;310
1357;299
1362;293
1371;282
1381;273
1391;270
1402;266
1427;272
1449;283
1458;297
1468;311
1475;326
1481;343
1485;359
1487;374
1487;390
1466;430
1467;434
1456;450
1447;460
1430;469
1423;469
1417;471
1413;470
1414;469
1418;468
1425;468
1431;469
1442;472
1449;476
1457;482
1461;493
1463;504
1467;515
1469;544
1471;557
1472;570
1469;586
1465;602
1460;618
1451;632
1441;644
1424;654
1384;658
1364;654
1336;649
1316;644
1305;636
1299;629
