1303;392
1302;390
1303;389
1302;388
1302;385
1302;382
1303;372
1304;364
1308;355
1313;345
1321;334
1330;323
1340;315
1349;310
1360;304
1370;306
1381;311
1392;316
1402;325
1414;336
1423;350
1434;381
1436;394
1435;409
1433;425
1429;440
1423;454
1417;466
1399;484
1389;490
1383;495
1376;499
1372;502
1371;503
1372;506
1376;508
1381;510
1390;511
1399;513
1394;542
1403;548
1412;557
1423;566
1433;574
1463;560
1471;569
1469;591
1473;599
1464;621
1464;628
1461;635
1456;645
1449;653
1437;659
1419;667
1402;672
1369;684
1352;683
1331;680
1307;673
1286;670
1272;660
1267;650
1267;643
