1272;246
1271;247
1271;246
1271;247
1272;246
1273;246
1274;245
1277;242
1281;238
1286;233
1291;227
1297;217
1303;208
1312;199
1319;190
1327;181
1337;174
1348;166
1357;156
1369;150
1381;145
1393;141
1406;142
1419;143
1431;145
1442;150
1452;156
1462;164
1470;174
1475;185
1478;197
1479;211
1476;228
1473;245
1466;264
1459;282
1452;298
1441;325
1432;341
1420;362
1409;375
1396;393
1381;411
1371;421
1359;431
1332;458
1318;468
1307;475
1296;481
1288;488
1280;494
1273;502
1266;511
1261;513
1261;518
1264;520
1270;519
1279;519
1288;519
1300;515
1311;512
1324;511
1336;509
1350;508
1363;511
1375;511
1388;509
1399;511
1410;511
1420;511
1430;509
1439;508
1447;507
1455;505
1463;503
1469;501
1473;499
1473;498
1471;498
1467;500
1463;500
1463;497
1462;498
1461;498
1461;499
1461;501
1461;502
1461;503
1463;504
1466;511
1465;513
