878;226
878;227
878;226
879;227
878;226
877;226
876;226
877;226
876;226
876;227
878;226
880;227
885;223
890;221
895;217
901;208
909;201
918;194
932;186
948;175
963;168
999;156
1017;157
1036;151
1055;150
1077;147
1094;153
1107;170
1124;187
1124;212
1121;220
1114;236
1103;253
1091;270
1076;287
1050;319
1036;332
1023;329
1011;340
1000;347
980;361
970;365
961;370
953;378
950;383
944;397
942;406
942;413
941;420
941;427
940;436
939;448
938;458
941;466
942;477
947;484
954;491
962;493
987;497
1005;490
1026;485
1047;480
1070;479
1093;470
1115;463
1133;461
1149;458
1160;454
1176;455
1181;451
1184;449
1187;453
1189;451
1191;448
1192;449
1189;456
1187;454
1186;454
1182;455
1177;455
1171;459
1166;458
1159;461
1152;464
