1483;185
1484;185
1484;184
1483;184
1484;183
1484;184
1484;182
1483;182
1481;182
1479;183
1475;184
1468;185
1460;187
1451;189
1441;193
1431;201
1414;222
1404;234
1397;250
1389;266
1382;282
1374;301
1367;319
1363;333
1357;353
1353;370
1349;388
1347;410
1346;425
1347;442
1345;460
1346;477
1348;496
1352;516
1358;535
1371;563
1378;574
1384;582
1392;588
1402;591
1414;593
1425;593
1437;591
1449;589
1462;586
1484;576
1494;569
1507;557
1516;548
1526;538
1535;526
1543;514
1549;504
1553;492
1558;481
1562;470
1562;459
1560;448
1558;438
1555;431
1551;424
1544;417
1538;411
1520;402
1509;399
1496;397
1485;396
1474;395
1464;395
1454;394
1444;393
1434;395
1425;395
1418;396
1411;396
1404;398
1396;403
1384;412
1375;419
1370;423
1366;425
1363;427
1361;428
1359;429
1359;431
