1507;161
1506;160
1503;161
1501;160
1492;165
1486;169
1479;174
1471;181
1463;190
1452;197
1443;207
1435;219
1425;232
1413;250
1404;263
1394;278
1384;293
1374;310
1362;331
1347;357
1342;375
1336;399
1328;426
1327;448
1324;493
1323;514
1328;530
1330;550
1334;568
1347;601
1357;615
1364;629
1379;640
1408;661
1427;668
1446;672
1465;676
1488;676
1506;676
1528;674
1540;674
1552;670
1563;665
1573;659
1580;651
1587;642
1589;635
1597;610
1595;600
1595;590
1593;578
1588;559
1584;550
1582;537
1578;528
1575;518
1561;501
1552;494
1542;488
1533;483
1521;480
1508;478
1483;490
1475;489
1465;490
1445;496
1437;500
1432;503
1422;513
1418;519
1415;524
1409;530
1404;534
1399;538
1394;540
1384;550
1382;553
1386;551
1385;553
1383;556
1381;557
1378;559
1372;562
1370;564
1369;566
1367;567
1365;570
1364;572
1364;574
1363;576
1364;576
1365;575
1364;574
1364;576
1366;574
