1020;220
1019;220
1018;220
1017;221
1016;220
1016;221
1017;221
1018;221
1018;220
1019;220
1027;219
1035;217
1045;216
1058;213
1087;213
1102;212
1117;215
1131;217
1147;211
1169;218
1179;219
1187;220
1193;223
1195;224
1193;224
1188;225
1179;230
1170;236
1140;259
1123;279
1106;291
1087;309
1052;347
1038;362
1025;376
1005;407
998;416
992;425
986;432
979;445
979;448
980;448
982;449
983;448
989;442
994;438
998;432
1002;428
1005;425
1007;421
1008;421
1009;421
1009;422
1009;423
1010;423
1010;425
1010;424
1011;425
1013;423
1014;423
1015;422
1017;419
1018;417
1020;412
1021;412
1022;410
1022;409
1023;408
1021;409
1021;406
1020;405
1019;404
1018;405
1017;404
1016;404
1015;405
1014;404
1013;405
1011;405
1010;407
1006;420
