1420;177
1420;179
1419;179
1419;177
1416;176
1414;173
1411;172
1407;169
1402;166
1395;162
1388;159
1380;156
1371;152
1361;148
1350;145
1338;142
1326;145
1314;147
1302;151
1293;156
1283;166
1277;174
1274;185
1269;202
1267;218
1264;240
1265;260
1268;278
1272;298
1276;319
1284;335
1294;355
1305;374
1319;388
1333;401
1349;411
1364;420
1377;429
1398;444
1406;453
1411;461
1415;471
1419;480
1420;492
1419;503
1417;515
1412;526
1406;540
1398;553
1387;566
1374;578
1360;588
1346;597
1331;603
1315;607
1301;609
1286;608
1275;603
1263;600
1252;594
1245;587
1240;579
1237;569
1237;557
1238;547
1242;531
1247;518
1255;503
1264;491
1275;479
1287;467
1300;453
1312;442
1323;429
1336;416
1347;403
1357;393
1367;383
1375;372
1383;361
1391;350
1400;339
1408;329
1416;321
1422;312
1429;303
1431;295
1433;287
1433;279
1433;273
1430;265
1428;250
1426;241
1424;232
1421;227
1416;219
1412;213
1408;207
1403;202
1400;197
1396;194
1393;191
1389;189
1383;192
1378;196
1377;197
1378;195
1378;194
1381;196
