1473;380
1472;379
1473;379
1473;380
1473;379
1473;380
1474;380
1473;380
1473;379
1469;378
1465;379
1457;379
1448;380
1435;381
1420;382
1400;385
1382;389
1366;390
1352;392
1341;389
1332;390
1326;389
1321;390
1319;390
1318;391
1317;392
1316;394
1316;407
1316;413
1315;424
1315;436
1314;450
1312;464
1310;480
1307;494
1304;507
1303;517
1299;527
1298;533
1297;536
1298;539
1301;538
1305;538
1311;538
1319;537
1330;539
1347;539
1362;541
1381;545
1399;555
1417;566
1435;580
1451;597
1465;613
1478;632
1480;659
1482;679
1481;719
1474;736
1429;765
1418;773
1398;780
1378;784
1361;781
1338;779
1318;773
1298;765
1281;764
1273;762
1279;764
1282;765
