1428;245
1428;244
1428;243
1428;244
1428;243
1427;243
1425;243
1424;243
1421;242
1418;242
1414;241
1411;239
1401;237
1395;236
1389;235
1381;234
1374;232
1365;230
1357;229
1349;228
1339;228
1326;230
1316;229
1307;231
1298;232
1280;236
1269;238
1259;241
1250;243
1241;243
1232;244
1214;244
1206;246
1201;246
1197;247
1194;247
1190;247
1187;246
1187;245
1185;245
1184;245
1183;247
1182;250
1182;254
1181;260
1181;269
1182;277
1183;285
1184;295
1185;304
1187;313
1187;323
1188;330
1191;343
1193;348
1195;352
1196;358
1199;361
1199;365
1200;367
1201;369
1203;371
1203;374
1205;375
1206;379
1205;381
1206;382
1206;383
1207;384
1208;384
1210;383
1213;383
1216;382
1220;380
1224;379
1229;377
1238;372
1244;370
1252;367
1262;362
1272;359
1280;357
1289;355
1299;354
1309;353
1318;352
1327;352
1337;352
1356;355
1366;356
1373;359
1381;361
1388;364
1394;368
1399;373
1404;379
1409;385
1413;392
1418;399
1421;407
1424;413
1426;420
1426;427
1425;434
1424;441
1421;449
1415;464
1410;472
1406;479
1401;486
1395;493
1386;500
1380;506
1372;510
1359;516
1351;520
1339;523
1327;526
1318;527
1308;528
1299;527
1291;524
1284;522
1278;519
1269;515
1263;510
1256;507
1251;503
1247;498
1243;495
1240;493
1236;493
1236;492
1234;493
1234;494
1235;494
1235;495
1235;496
1235;500
1233;502
1227;506
1223;510
1222;513
